?cls	?pred	?val	?synType
<https://w3id.org/pmd/co/PMD_0020024>	<http://www.w3.org/2000/01/rdf-schema#label>	"hydrogen bond"@en	
<https://w3id.org/pmd/co/PMD_0000944>	<http://www.w3.org/2000/01/rdf-schema#label>	"spectrometer"@en	
<https://w3id.org/pmd/co/PMD_0000944>	<http://www.w3.org/2000/01/rdf-schema#label>	"Spektrometer"@de	
<https://w3id.org/pmd/co/PMD_0020104>	<http://www.w3.org/2000/01/rdf-schema#label>	"volume proportion"@en	
<http://purl.obolibrary.org/obo/BFO_0000006>	<http://www.w3.org/2000/01/rdf-schema#label>	"spatial region"@en	
<http://purl.obolibrary.org/obo/CHEBI_33386>	<http://www.w3.org/2000/01/rdf-schema#label>	"protactinium atom"	
<http://purl.obolibrary.org/obo/CHEBI_33372>	<http://www.w3.org/2000/01/rdf-schema#label>	"neodymium atom"	
<https://w3id.org/pmd/co/PMD_0020054>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of copper"@en	
<https://w3id.org/pmd/co/PMD_0000559>	<http://www.w3.org/2000/01/rdf-schema#label>	"circular table saw"@en	
<https://w3id.org/pmd/co/PMD_0000559>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tischkreissäge"@de	
<http://purl.obolibrary.org/obo/CHEBI_33364>	<http://www.w3.org/2000/01/rdf-schema#label>	"platinum"	
<https://w3id.org/pmd/co/PMD_0000550>	<http://www.w3.org/2000/01/rdf-schema#label>	"Stoffeigenschaft Ändern"@de	
<https://w3id.org/pmd/co/PMD_0000550>	<http://www.w3.org/2000/01/rdf-schema#label>	"changing properties of material"@en	
<http://purl.obolibrary.org/obo/BFO_0000003>	<http://www.w3.org/2000/01/rdf-schema#label>	"occurrent"@en	
